type	corpus	en_source	ko_reference	ko_target	annotation	accuracy	fluency	style	total
Training	TEDTalks	Later we found the leading cause of illness and death in this particular region is through respiratory failure. 	이 지역의 가장 주요한 질병과 사망원인은 호흡기 질병이라는 것을 알게 되었습니다. 	이후 호흡 부전이 이 특정 지역의 질병과 사망에 기여하는 주요 요인이라는 것이 밝혀졌습니다.	"Accuracy: -
Fluency: -
Style: 이후 ... 밝혀졌습니다.(structure/major), 호흡 부전이 이 특정 지역의 질병과 사망에 기여하는 주요 요인이라는 것이(structure/major)"	0.0	0.0	10.0	10.0
Training	TEDTalks	GK: But not only did you play, Ms. Williams, you won. 	게일: 하지만 세레나 당신은 단순히 출전만 한 게 아니라 우승했죠. 	윌리엄스 양, 당신은 참가했을 뿐만 아니라 승리했습니다.	"Accuracy: GK:(omission/major)
Fluency: 참가했을 뿐만 아니라 승리했습니다.(unnaturalness/minor)
Style: GK:(structure/major)"	5.0	4.0	5.0	14.0
Training	TEDTalks	"So, this was the headline when Obama created the Papahanaumokuakea National Monument: ""Lots to see, but good luck trying to get there."" "	"다음은 파파하노모쿠아키아 국립해양기념물 행사에서 오바마 대통령이 만든 구호가 나온 헤드라인입니다. ""볼 것은 많으나, 그 곳에 닿으려고 노력하는 행운이 있어야 한다."" "	파파하나우모쿠아케아 국립기념물이 만들어질 때 제목에는 &quot;풍부한 볼거리가 있지만 접근하기 어려울 수 있습니다.&quot;	"Accuracy: So, this was(omission/major), 제목에는(mistranslation/major), Obama(omission/major), 접근하기 어려울 수 있습니다.(mistranslation/major)
Fluency: &quot; &quot;(encoding/major), 파파하나우모쿠아케아 국립기념물이 만들어질 때 제목에는(unnaturalness/minor)
Style: 파파하나우모쿠아케아 국립기념물이 만들어질 때(structure/major)"	45.0	15.0	5.0	65.0
Training	TEDTalks	(Sings) Up above my head up above my head I hear shoutin' in the air shoutin' in the air. 	(노래) 내 머리 위로 내 머리 위로 함성이 들려오네. 함성이 들린다네. 	내 머리 위, 내 머리 위 하늘에서 사람들이 외치는 소리가 들립니다.	"Accuracy: (Sings)(omission/major), shoutin' in the air.(omission/major)
Fluency: -
Style: (Sings)(structure/major)"	25.0	0.0	5.0	30.0
Training	TEDTalks	"We provided bags, bags of information, and I had quite a few tradies say to me in the first year, ""Aw, this is a load of you-know-what,"" but those tradies I know still have those bags in their Ute or in their shed. "	"저희는 가방을 제공했습니다. 정보가 들어있는 가방이죠. 그리고 첫 해에 꽤 많은 장인이 제게 와서 이런 말을 했죠. ""알아두어야 할 게 많네요."" 하지만 많은 장인들이 그 가방을 여전히 그들의 트럭이나 창고에 갖고 있습니다. "	초창기에는 내용에 대한 일부 부정적인 의견에도 불구하고 상당한 양의 정보 가방을 상인들에게 배포했습니다. 그러나 내가 잘 아는 상인들은 여전히 창고나 Ute에 그 가방을 보관하고 있습니다.	"Accuracy: Ute(untranslated text/major), 상당한 양의(shift in meaning/major), 초창기에는(mistranslation/major), a few tradies(omission/major), 내용에 대한 일부 부정적인 의견에도 불구하고(mistranslation/minor), 잘(addition/major)
Fluency: 내용에(unnaturalness/minor), Ute(untranslated text/major)
Style: 일부 부정적인 의견에도 불구하고(structure/major)"	46.0	6.0	5.0	57.0
Training	TEDTalks	And you are more than what you can remember. 	여러분은 기억 그 이상의 존재입니다. 	당신은 당신의 기억에 저장된 것보다 더 많은 잠재력을 가지고 있습니다.	"Accuracy: 당신의 기억에 저장된(mistranslation/minor), 더 많은 잠재력을 가지고 있습니다.(mistranslation/minor)
Fluency: -
Style: 당신은 ...잠재력을 가지고 있습니다.(structure/major)"	8.0	0.0	5.0	13.0
Training	TEDTalks	As the iceberg melts, it is releasing mineral-rich fresh water that nourishes many forms of life. 	하나의 빙산이 녹으면 깨끗하고 미네랄이 풍부한 물을 방출하여 많은 형태의 삶에 영양을 공급해 주는 것입니다. 	얼음 덩어리는 다양한 유기체에 영양분을 제공하는 미네랄이 풍부한 담수를 녹이고 배출합니다.	"Accuracy: 얼음 덩어리는(mistranslation/major), 녹이고(shift in meaning/major)
Fluency: 얼음 덩어리는 다양한 유기체에 영양분을 제공하는 미네랄이(unnaturalness/minor)
Style: As the iceberg melts,(structure/major)"	15.0	7.0	5.0	27.0
Training	TEDTalks	But in my mind, it's really not enough to just eat green list. 	하지만 제 마음 속에서는 단지 녹색 목록을 먹는 것으로는 충분하지 못한 것 같습니다. 	그러나 나는 먹는 동안 녹색 목록을 고수하는 것만으로는 충분하지 않다고 생각합니다.	"Accuracy: 먹는 동안(mistranslation/major)
Fluency: 먹는 동안 녹색 목록을 고수하는 것만으로는(unnaturalness/minor)
Style: -"	10.0	6.0	0.0	16.0
Training	TEDTalks	One of those most remarkable parts about all of this is it gives us an entirely new way to understand new information, stuff that we haven't seen before. 	이 모든 과정에서 가장 대단한 것 가운데 하나는 이를 통해 새로운 정보, 즉 이제까지는 보지 못했던 것을 볼 수 있는 완전히 새로운 방법을 알게 된다는 것입니다. 	이것의 가장 주목할만한 측면 중 하나는 새로운 정보나 들어보지 못한 것을 이해하기 위한 완전히 새로운 접근 방식을 제공한다는 것입니다.	"Accuracy: all of(omission/major)
Fluency: 새로운 정보나 들어보지 못한 것을 이해하기 위한 완전히 새로운 접근 방식을(unnaturalness/minor)
Style: -"	10.0	11.0	0.0	21.0
Training	TEDTalks	You're teaching them to open doors for themselves. 	스스로 문을 여는 방법을 알려주는 거에요. 	출입구를 통해 독립적으로 들어가는 방법에 대해 지시하고 있습니다.	"Accuracy: 지시하고(mistranslation/major), 출입구를 통해 독립적으로(mistranslation/major)
Fluency: 독립적으로(unnaturalness/minor)
Style: -"	20.0	1.0	0.0	21.0
Training	TEDTalks	IBM gave away 400 million dollars of software to the Linux movement, and that gave them a multi-billion dollar payoff. 	IBM은 리눅스 운동을 위해 4억 달러 상당의 소프트웨어를 버렸고, 결과적으로는 그 댓가로 수십억 달러의 보상을 얻었죠. 	Linux 운동은 IBM으로부터 4억 달러 상당의 소프트웨어를 받았으며 결국 수십억 달러에 달하는 보상을 받았습니다.	"Accuracy: Linux(untranslated text/major), them(omission/major)
Fluency: Linux(untranslated text/major), 받았으며(unnaturalness/minor)
Style: Linux 운동은...보상을 받았습니다.(structure/major)"	10.0	6.0	5.0	21.0
Training	TEDTalks	At that point I also had a son. 	그 시점에 저는 아들도 있었습니다. 	나도 그 무렵 아빠가 됐다.	"Accuracy: 아빠가 됐다.(mistranslation/major)
Fluency: -
Style: 아빠가 됐다.(structure/major)"	10.0	0.0	5.0	15.0
Training	TEDTalks	SB: Yeah, I don't think that's accurate, and I think probably because animals have taught us that. 	SB: 맞아요, 저건 정확하지 않은 것 같고, 제 생각엔 아마도 동물들을 보면 알 수 있을 것 같네요. 	나는 동물이 우리에게 그러한 이해를 심어주었다는 사실 때문에 그 주장의 타당성을 의심합니다.	"Accuracy: SB:(omission/major), 그러한 이해를 심어주었다는 사실(mistranslation/minor), 그 주장의 타당성을 의심합니다.(mistranslation/major)
Fluency: -
Style: SB:(structure/major), 나는 동물이 우리에게 그러한 이해를 심어주었다는 사실 때문에(structure/major)"	26.0	0.0	10.0	36.0
Training	TEDTalks	If you go for a walk, you don't wiggle. 	산책을 하면 꿈틀거리지는 않겠죠. 	걸으면 흔들리지 않습니다.	"Accuracy: 걸으면(mistranslation/major)
Fluency: -
Style: -"	5.0	0.0	0.0	5.0
Training	TEDTalks	And that another version of this story also exists. 	그리고 이 이야기의 또 다른 버전 역시 존재하죠. 	또한, 이 이야기의 또 다른 표현이 존재합니다.	"Accuracy: -
Fluency: 이 이야기의 또 다른 표현이(unnaturalness/minor)
Style: -"	0.0	5.0	0.0	5.0
Training	TEDTalks	And I thought, this is the way to go for an alpha male. 	그리고 저는 이 것이 바로 알파메일의 길이라고 생각했어요. 	나는 이것이 지배적 인 남성에게 이상적인 접근 방식이라고 믿었습니다.	"Accuracy: 지배적 인 남성에게(mistranslation/major)
Fluency:  인(grammar/major), 지배적 남성에게(unnaturalness/minor)
Style: -"	15.0	7.0	0.0	22.0
Training	TEDTalks	When computers face hard problems, they deal with them by making them into simpler problems -- by making use of randomness, by removing constraints or by allowing approximations. 	컴퓨터가 어려운 문제를 접하면 그것을 보다 단순한 문제로 만들어서 처리합니다. 무작위로 사용하거나 제약을 없애거나 근사치를 허용해서 말이죠. 	컴퓨터는 임의성, 제약 조건 완화 또는 근사와 같은 다양한 기술을 사용하여 복잡한 문제를 단순화함으로써 문제를 해결합니다.	"Accuracy: When face problems(omission/major), 완화(mistranslation/major)
Fluency: -
Style: When computers face hard problems,(structure/major), -- by making use of randomness,...(structure/major)"	20.0	0.0	10.0	30.0
Training	TEDTalks	I know it's a sensitive issue for many of you, and there are no easy answers with this. 	많은 사람들들이 이건 민감한 문제라고 생각하지만, 간단한 해결책은 없습니다. 	나는 이것이 대다수의 개인에게 민감한 문제이며 사용 가능한 간단한 해결책이 없다는 것을 이해합니다.	"Accuracy: 사용 가능한(addition/major)
Fluency: 대다수의 개인에게(unnaturalness/minor), 사용 가능한 간단한 해결책이 없다는 것을 이해합니다.(unnaturalness/minor)
Style: -"	10.0	9.0	0.0	19.0
Training	TEDTalks	The grass-mud horse is caoníma, is the phonogram for motherfucker, the Netizens call themselves. 	그래스머드홀스는 네티즌 스스로 그들을 칭하는 단어, 인간말종의 표음문자인 카오니마입니다. 	저속한 언어를 표음으로 나타내는 caoníma라는 용어는 네티즌이 풀 진흙 말을 지칭하는 데 사용합니다.	"Accuracy: 풀 진흙 말을 지칭하는(shift in meaning/major), call themselves.(omission/major)
Fluency: 저속한 언어를 표음으로 나타내는(unnaturalness/minor)
Style: 네티즌이 풀 진흙 말을 지칭하는 데 사용합니다.(structure/major)"	6.0	4.0	5.0	15.0
Training	TEDTalks	But getting external assistance like that was never part of the plan, and it's something my ego is still struggling with. 	하지만 그렇게 외부의 도움을 받는 것은 결코 계획의 일부가 아니었고 아직도 제 자존심이 싸우고 있는 부분이기도 합니다. 	그러나 외부의 도움을 받는 것은 결코 의도된 것이 아니었으며, 그것은 여전히 내 자존심에 대한 도전입니다.	"Accuracy: 의도된(mistranslation/minor), like that(omission/major)
Fluency: 내 자존심에 대한 도전입니다.(unnaturalness/minor)
Style: -"	11.0	4.0	0.0	15.0
Training	TEDTalks	Frances Larson: I used to work at a museum called the Pitt Rivers Museum in Oxford, which was famous for its display of shrunken heads from South America. 	FL: 저는 박물관에서 일했었습니다. 옥스포드에 있는 피트 리버스 박물관인데 남아메리카에서 온 쪼그라든 머리를 전시하는 것으로 유명합니다. 	나는 이전에 옥스퍼드에 있는 피트 리버스 박물관에서 직책을 맡았는데, 그곳은 남아메리카에서 유래한 축소된 머리를 전시하는 것으로 악명을 얻었습니다.	"Accuracy: Frances Larson:(omission/major), 악명을(mistranslation/major)
Fluency: 맡았는데(unnaturalness/minor), 축소된 머리를(unnaturalness/minor)
Style: Frances Larson:(structure/major)"	15.0	3.0	5.0	23.0
Training	TEDTalks	So, there're lots of things. Everything has RF tags: there's RF tags on the user, on the cards, there's the staff devices that are all around the store. 	그래서 고려해야 할 것들이 많았습니다. 모든 것에는 RF 태그가 있습니다: 사용자에게도 RF 태그가 있고, 카드에도 있고, 그리고 숍 내 어디에도 있는 스태프들의 기기에도 있습니다. 	상점에는 수많은 품목이 있으며 모두 RF 태그가 부착되어 있습니다. 여기에는 사용자, 카드 및 매장 전체에 흩어져 있는 직원 장치의 RF 태그가 포함됩니다.	"Accuracy: 상점에는(mistranslation/major), 품목이(mistranslation/major), 장치의 RF 태그가 포함됩니다.(mistranslation/major)
Fluency: -
Style: 여기에는 사용자, 카드 및 매장 전체에 흩어져 있는 직원 장치의 RF 태그가 포함됩니다.(structure/major)"	30.0	0.0	5.0	35.0
Training	TEDTalks	Isabel and I were serious about doing this. 	이사벨과 저는 이 일에 대해 진지했습니다. 	Isabel과 나는 둘 다 이 임무를 수행하기로 약속했습니다.	"Accuracy: Isabel(untranslated text/major), 수행하기로 약속했습니다.(mistranslation/major)
Fluency: Isabel(untranslated text/major)
Style: -"	15.0	5.0	0.0	20.0
Training	TEDTalks	And yet it doesn't happen. 	하지만 이런일은 일어나지 않습니다. 	그럼에도 불구하고 발생하지 않습니다.	"Accuracy: 그럼에도 불구하고(mistranslation/minor)
Fluency: 발생하지 않습니다.(unnaturalness/minor)
Style: -"	2.0	2.0	0.0	4.0
Training	TEDTalks	"""This is what democracy looks like."" "	"""이것이 민주주의의 모습이다."" "	우리 앞에 펼쳐진 광경은 민주주의 원칙의 발현이다.	"Accuracy: "" ""(omission/major), 우리 앞에 펼쳐진 광경은 민주주의 원칙의 발현이다.(mistranslation/major)
Fluency: -
Style: 우리 앞에 펼쳐진 광경은(structure/major)"	45.0	0.0	5.0	50.0
